"selfingrate"	"delta"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	25000	"slope"	0.071611673143
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	25000	"intercept"	0.443695695
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	30000	"slope"	0.049158348295
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	30000	"intercept"	0.46761405
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	35000	"slope"	0.0562973014
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	35000	"intercept"	0.433711465
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	40000	"slope"	0.078229779825
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	40000	"intercept"	0.46699128
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	45000	"slope"	0.0642822535
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	45000	"intercept"	0.44954536
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	50000	"slope"	-0.0374626031
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	50000	"intercept"	0.51795269
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	55000	"slope"	0.0373193488895
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	55000	"intercept"	0.475910595
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	60000	"slope"	0.016510747304
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	60000	"intercept"	0.5078795
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8234220008688572604"	65000	"slope"	-0.039483974365
